,date,all,F,M,F10s,F30s,F40s,F20s,F19-24,F25-29,M20s,M19-24,M25-29
898,2018-06-17,917.6058078428201,667.3347235279999,162.439029092768,135.16751320170002,96.8204392656,40.93576830000001,394.458757266,255.90657317100002,138.552184095,104.42604997800001,64.64543913,39.780610848
899,2018-06-18,900.0230503686101,603.711696852,150.83627689023623,101.0199144115,98.22365775359998,55.05156342000001,349.216475414,231.871223754,117.34525165999999,84.53533973399999,51.384846329999995,33.150493403999995
900,2018-06-19,935.1885653170305,688.5424764239999,228.74080242164123,65.4495049453,126.28754621759998,70.57893805200001,425.563298826,281.355891456,144.20740737,139.234781178,87.85147652999999,51.383304648
901,2018-06-20,1011.0149648767141,706.922467064,207.19266795973635,82.5233043404,108.04599465119999,43.758927324000005,470.805391667,295.494423042,175.31096862500002,117.686609766,76.24845782999999,41.438151936000004
902,2018-06-21,841.7797547755492,552.813368316,154.15134894810245,54.067019537300006,113.65882047359999,52.228404396,329.423265419,231.871223754,97.552041665,94.480572366,53.04242043,41.438151936000004
903,2018-06-22,773.6461797590209,555.641130572,117.68539022579961,44.1072735222,115.06199083199999,42.347347812,353.45711837349995,212.07729881849997,141.37981955499998,69.617123604,36.466630200000004,33.150493403999995
904,2018-06-23,3464.9241253739524,1804.0663809519997,1660.8577444219527,291.6773291096,300.2837990832,159.50840976,1051.8891912549998,651.7843004849999,400.10489076999994,961.38,492.3,469.08
905,2018-06-24,978.0469048086057,849.7207488,167.41180326534177,170.7379226679,144.529097784,67.755779028,466.5633806085,278.5282429935,188.035137615,109.39859332200001,62.98786503,46.410728292
906,2018-06-25,919.803609215545,691.3702386799999,164.0965651217011,58.33545156530001,124.8843758592,46.582086348000004,460.9087081335,294.0805505985,166.828157535,82.87765038,46.4120748,36.46557558
907,2018-06-26,720.8975608439779,583.918057096,111.05524611006717,61.1810729173,110.8523834976,46.582086348000004,364.7685652995,241.76813800949998,123.00042729,61.329366036,31.493907900000004,29.835458136
908,2018-06-27,715.4028841659599,589.573349596,107.74017405220096,58.33545156530001,136.10993124479998,25.408393668,369.00924997,220.560437055,148.448812915,62.98708608,38.1242043,24.86288178
909,2018-06-28,678.0392213524025,523.1225606639999,104.42510199433475,65.4495049453,105.23960580480001,46.582086348000004,301.146202247,203.59416058200003,97.552041665,53.041787424000006,33.151482,19.890305424
910,2018-06-29,764.8546277757096,631.988623376,102.76756596540163,95.3286717075,102.4332169584,40.93576830000001,393.044205659,231.871223754,161.17298190499997,58.01433076800001,31.493907900000004,26.520422868
911,2018-06-30,676.9401474198339,559.882541944,91.16481376286987,92.48305035550001,84.1917135216,19.76207562,363.354032629,221.974213074,141.37981955499998,49.726460268,23.2060374,26.520422868
912,2018-07-01,681.3360966576959,576.848651456,77.90435944563056,108.13403907460001,88.4012727264,36.701029764000005,343.5607619865,219.1465646115,124.41419737499997,43.096488768,28.178759700000004,14.917729068
913,2018-07-02,821.9988494362019,668.748604656,106.08263802326785,56.9126408893,124.8843758592,73.402097076,412.8382042445,257.3204456145,155.51775863,71.274664692,36.466630200000004,34.808034492
914,2018-07-03,768.1515030810029,545.744194688,121.00046228366584,72.56362960839999,112.25560198559998,32.466291228,326.59491501849993,212.07729881849997,114.51761619999999,79.562568204,46.4120748,33.150493403999995
915,2018-07-04,961.5628747745517,557.0550116999999,129.2883085141058,81.1004936644,94.01405041919999,42.347347812,339.31918636700004,213.49117126200002,125.828015105,59.671645991999995,24.8636115,34.808034492
916,2018-07-05,1016.5092950623194,586.7455873399999,175.69948341000728,73.98644028439999,113.65882047359999,66.344199516,332.24992057400004,206.42190546900002,125.828015105,71.274518748,31.493907900000004,39.780610848
917,2018-07-06,974.7500295033125,603.711696852,154.15134894810245,79.6776829884,85.59488388000001,45.170506836,393.04515725550004,261.56196652050005,131.483190735,61.32951198000001,36.466630200000004,24.86288178
918,2018-07-07,852.7691081315852,541.502551304,117.68539022579961,92.48305035550001,82.7884950336,33.877870740000006,332.250580801,224.801957961,107.44862284,67.95948348,31.493907900000004,36.46557558
919,2018-07-08,964.8597500798452,579.676413712,122.65799831259895,102.4427250875,96.8204392656,62.10946098000001,318.11154606,195.11111877,123.00042729,61.329220092,26.521185600000003,34.808034492
920,2018-07-09,1008.8168170115766,598.056404352,127.63077248517271,76.8320616364,133.3035423984,56.463142932000004,330.836810716,224.801957961,106.034852755,53.041462523999996,21.5484633,31.492999224
921,2018-07-10,996.7287362153845,619.264157248,175.69948341000728,73.98644028439999,109.4492131392,47.99366586,387.3892060375,238.94039312249998,148.448812915,86.192993754,54.699994530000005,31.492999224
922,2018-07-11,802.2182905892671,612.194751608,129.2883085141058,49.7985162262,103.8364354464,49.405245372,408.5970034165,260.1481905015,148.448812915,82.877683392,48.069648900000004,34.808034492
923,2018-07-12,869.2527916732266,651.782495144,134.26091660090515,82.5233043404,115.06199083199999,52.228404396,401.5275746175,248.83740380250003,152.69017081499996,61.329366036,31.493907900000004,29.835458136
924,2018-07-13,740.6781196909129,548.571724932,114.37031816793339,78.2548723124,108.04599465119999,39.524188788000004,322.3529646075,197.9387672325,124.41419737499997,62.98705306800001,36.466630200000004,26.520422868
925,2018-07-14,734.0847155727388,547.158075816,127.63077248517271,102.4427250875,92.61088006080001,29.643132204,322.3538295515,219.1465646115,103.20726493999999,67.95984139199999,44.754500699999994,23.205340692
926,2018-07-15,913.2102050973709,674.4041291679999,135.91845262983827,128.0534598217,109.4492131392,45.170506836,390.216576133,233.284999773,156.93157636,84.53522448000001,48.069648900000004,36.46557558
